timestamp,mid_price,bid_price_1,bid_size_1,bid_price_2,bid_size_2,bid_price_3,bid_size_3,bid_price_4,bid_size_4,bid_price_5,bid_size_5,ask_price_1,ask_size_1,ask_price_2,ask_size_2,ask_price_3,ask_size_3,ask_price_4,ask_size_4,ask_price_5,ask_size_5,spread,total_bid_volume,total_ask_volume,volume_imbalance,market_buy_pressure,market_sell_pressure,time_index,minute_of_day,price_change,price_volatility,price_momentum,bid_size_change_1,ask_size_change_1,bid_size_change_2,ask_size_change_2,bid_size_change_3,ask_size_change_3,bid_size_change_4,ask_size_change_4,bid_size_change_5,ask_size_change_5,spread_change,relative_spread,depth_imbalance,microprice
2024-01-15 09:32:20,160.30023566398845,160.3,969,160.29,605,160.28,288,160.27,245,160.26,198,160.3,1624,160.31,452,160.32,178,160.33,462,160.34,691,0.0091,2305,3407,-1102,0.31831174220804603,0.5336663339591021,14,572,-0.30728720064033155,0.1523305789916515,-0.002136732070182945,-21.0,278.0,-421.0,-491.0,-1281.0,-499.0,-512.0,26.0,-231.0,350.0,-0.0002999999999999999,5.6768475494164987e-05,-0.19292717086834735,160.3
2024-01-15 09:32:30,160.02373092893558,160.02,1471,160.01,810,160.0,285,159.99,399,159.98,166,160.03,740,160.04,722,160.05,208,160.06,472,160.07,320,0.0077,3131,2462,669,1.6398587174353592,0.7990112499936112,15,572,-0.27650473505286755,0.14759879009494514,-0.003393815062527228,502.0,-884.0,205.0,270.0,-3.0,30.0,154.0,10.0,-32.0,-371.0,-0.0014000000000000002,4.811786324004324e-05,0.1196138029679957,160.02665309814563
2024-01-15 09:32:40,159.93375158065163,159.93,1318,159.92,779,159.91,496,159.9,692,159.89,392,159.94,867,159.95,752,159.96,594,159.97,198,159.98,575,0.0073,3677,2986,691,2.302816353712856,0.4360604784235147,16,572,-0.08997934828394705,0.1460637127896314,-0.00419514149748168,-153.0,127.0,-31.0,30.0,211.0,386.0,293.0,-274.0,226.0,255.0,-0.0004000000000000002,4.5643898976000354e-05,0.10370703887137926,159.93603203661326
2024-01-15 09:32:50,159.77176569985892,159.77,860,159.76,429,159.75,725,159.74,326,159.73,604,159.78,714,159.79,707,159.8,305,159.81,1107,159.82,178,0.0084,2944,3011,-67,1.3351213047485326,1.9862942632118776,17,572,-0.16198588079271303,0.14116810562975624,-0.0032967510118779852,-458.0,-153.0,-350.0,-45.0,229.0,-289.0,-366.0,909.0,212.0,-397.0,0.0010999999999999994,5.257499635936875e-05,-0.011251049538203191,159.77546378653113
2024-01-15 09:33:00,159.82197355105413,159.82,1167,159.81,1135,159.8,1043,159.79,175,159.78,370,159.83,2074,159.84,265,159.85,542,159.86,378,159.87,398,0.0083,3890,3657,233,0.5180496008103994,0.5589653256517157,18,573,0.05020785119521065,0.1451889152001134,-0.001260796612541415,307.0,1360.0,706.0,-442.0,318.0,237.0,-151.0,-729.0,-234.0,220.0,-9.99999999999994e-05,5.193278380678122e-05,0.030873194646879557,159.8236007405122
2024-01-15 09:33:10,159.67685135127246,159.67,679,159.66,818,159.65,1046,159.64,313,159.63,292,159.68,747,159.69,370,159.7,334,159.71,205,159.72,329,0.0113,3148,1985,1163,0.07000684637744137,1.611222042159252,19,573,-0.1451221997816674,0.11900657347756671,-0.0016062915228348684,-488.0,-1327.0,-317.0,105.0,3.0,-208.0,138.0,-173.0,-78.0,-69.0,0.002999999999999999,7.076792850293106e-05,0.22657315410091564,159.67476157082749
2024-01-15 09:33:20,159.4513391430915,159.45,680,159.44,1030,159.43,489,159.42,477,159.41,934,159.46,556,159.47,332,159.48,656,159.49,1002,159.5,284,0.0084,3610,2830,780,0.06202684348321755,0.826214260143961,20,573,-0.22551220818095885,0.10397869327800238,-0.0020055267923204667,1.0,-191.0,212.0,-38.0,-557.0,322.0,164.0,797.0,642.0,-45.0,-0.0029,5.2680648811998035e-05,0.12111801242236025,159.45550161812298
2024-01-15 09:33:30,159.68503880200947,159.68,2371,159.67,805,159.66,292,159.65,412,159.64,159,159.69,945,159.7,391,159.71,320,159.72,703,159.73,559,0.0127,4039,2918,1121,2.619734692704209,0.2674116877155556,21,573,0.2336996589179705,0.18902406204789704,-0.0008567955081653089,1691.0,389.0,-225.0,59.0,-197.0,-336.0,-65.0,-299.0,-775.0,275.0,0.0043,7.953155846833274e-05,0.16113267212879115,159.68715018094088
2024-01-15 09:33:40,159.6489857047057,159.64,1356,159.63,638,159.62,684,159.61,393,159.6,598,159.65,687,159.66,688,159.67,356,159.68,454,159.69,416,0.0094,3669,2601,1068,1.233555069093609,0.03683036805155312,22,573,-0.03605309730377826,0.17842183736258935,-0.00017451275078983475,-1015.0,-258.0,-167.0,297.0,392.0,36.0,-19.0,-249.0,439.0,-143.0,-0.003299999999999999,5.8879171442947244e-05,0.17033492822966506,159.646637298091
2024-01-15 09:33:50,159.6597665140906,159.66,1338,159.65,415,159.64,238,159.63,151,159.62,417,159.66,575,159.67,209,159.68,562,159.69,1317,159.7,323,0.0088,2559,2986,-427,4.848263265360235,1.9066651133282804,23,573,0.010780809384897339,0.17513249740881137,0.0013071534683821717,-18.0,-112.0,-223.0,-479.0,-446.0,206.0,-242.0,863.0,-181.0,-93.0,-0.0005999999999999998,5.5117204491360485e-05,-0.07700631199278629,159.65999999999997
2024-01-15 09:34:00,159.43229155133838,159.43,1520,159.42,494,159.41,830,159.4,503,159.39,437,159.44,776,159.45,546,159.46,255,159.47,317,159.48,193,0.0083,3784,2087,1697,3.713590302127083,1.0243551145361243,24,574,-0.22747496275221124,0.1914877919239093,-0.0015827860428707652,182.0,201.0,79.0,337.0,592.0,-307.0,352.0,-1000.0,20.0,-130.0,-0.0005000000000000004,5.2059717132820227e-05,0.28904786237438257,159.4366202090592
2024-01-15 09:34:10,159.34549936608636,159.34,1928,159.33,607,159.32,697,159.31,759,159.3,428,159.35,1005,159.36,319,159.37,272,159.38,325,159.39,238,0.0119,4419,2159,2260,0.026150879968812647,0.1452180323285636,25,574,-0.08679218525202259,0.16812860603954832,-0.001900960017251041,408.0,229.0,113.0,-227.0,-133.0,17.0,256.0,8.0,-9.0,45.0,0.0036000000000000008,7.468049017600737e-05,0.34356947400425664,159.34657347425843
2024-01-15 09:34:20,159.36317438153466,159.36,910,159.35,793,159.34,476,159.33,153,159.32,234,159.37,235,159.38,712,159.39,533,159.4,254,159.41,424,0.0128,2566,2158,408,1.0503968393246197,0.16490395155444643,26,574,0.01767501544830452,0.10035793306175558,-0.0018576510477970043,-1018.0,-770.0,186.0,393.0,-221.0,261.0,-606.0,-71.0,-194.0,186.0,0.0008999999999999998,8.031968520754523e-05,0.0863674851820491,159.3679475982533
2024-01-15 09:34:30,159.17974839134388,159.18,526,159.17,553,159.16,976,159.15,408,159.14,273,159.18,735,159.19,529,159.2,381,159.21,412,159.22,351,0.0074,2736,2408,328,1.6818487766767154,0.9550820766198737,27,574,-0.1834259901907842,0.11103460806129237,-0.0015840151172460404,-384.0,500.0,-240.0,-183.0,500.0,-152.0,255.0,158.0,39.0,-73.0,-0.0054,4.6488325775004235e-05,0.06376360808709176,159.18
2024-01-15 09:34:40,159.23955190737527,159.24,1001,159.23,790,159.22,1455,159.21,224,159.2,291,159.24,937,159.25,1009,159.26,359,159.27,210,159.28,592,0.0088,3761,3107,654,1.3228103228592782,1.4666583261701918,28,574,0.05980351603139411,0.12399157182934241,-0.0006648914411299112,475.0,202.0,237.0,480.0,479.0,-22.0,-184.0,-202.0,18.0,241.0,0.0014000000000000002,5.5262652366157677e-05,0.09522422830518346,159.24
2024-01-15 09:34:50,159.14390647153436,159.14,853,159.13,461,159.12,126,159.11,288,159.1,394,159.15,477,159.16,674,159.17,459,159.18,506,159.19,344,0.0071,2122,2460,-338,0.6058276310869285,1.8601908873998092,29,574,-0.09564543584090757,0.09693000379860407,-0.0013759007427609493,-148.0,-460.0,-329.0,-335.0,-1329.0,100.0,64.0,296.0,103.0,-248.0,-0.0017000000000000001,4.461370942449473e-05,-0.07376691401134876,159.1464135338346
2024-01-15 09:35:00,159.09748518869893,159.09,614,159.08,339,159.07,454,159.06,679,159.05,210,159.1,316,159.11,492,159.12,299,159.13,121,159.14,373,0.0076,2296,1601,695,3.1085580630222998,1.5460096304556976,30,575,-0.046421282835439115,0.09557031317116314,-0.0005167944005207703,-239.0,-161.0,-122.0,-182.0,328.0,-160.0,391.0,-385.0,-184.0,29.0,0.0004999999999999996,4.7769453998508875e-05,0.1783423146009751,159.09660215053762
2024-01-15 09:35:10,159.00175517987182,159.0,1109,158.99,454,158.98,1154,158.97,531,158.96,253,159.01,2940,159.02,454,159.03,671,159.04,440,159.05,621,0.0089,3501,5126,-1625,0.0689772007819054,0.7306580419892181,31,575,-0.09573000882710403,0.08883130927267185,-0.0014933270324810621,495.0,2624.0,115.0,-38.0,700.0,372.0,-148.0,319.0,43.0,248.0,0.0013,5.597422487526515e-05,-0.188362118928944,159.00273894788836
2024-01-15 09:35:20,159.29627066229014,159.29,2183,159.28,643,159.27,1096,159.26,337,159.25,339,159.3,1125,159.31,490,159.32,310,159.33,725,159.34,198,0.0079,4598,2848,1750,1.4901161997316503,1.0828490176285033,32,575,0.29451548241831915,0.1643681549721844,0.0009573988356446073,1074.0,-1815.0,189.0,36.0,-58.0,-361.0,-194.0,285.0,86.0,-423.0,-0.0009999999999999992,4.959312586010308e-05,0.23502551705613753,159.29659915356712
2024-01-15 09:35:30,159.2941206047251,159.29,514,159.28,1113,159.27,663,159.26,623,159.25,222,159.3,491,159.31,1304,159.32,394,159.33,334,159.34,629,0.0081,3135,3152,-17,1.032555633563709,0.7556656276864724,33,575,-0.0021500575650463816,0.1632602700237105,0.0012359429553079337,-1669.0,-634.0,470.0,814.0,-433.0,84.0,286.0,-391.0,-117.0,431.0,0.0001999999999999988,5.084933435867018e-05,-0.0027039923651980277,159.2951144278607
2024-01-15 09:35:40,159.12563347244307,159.12,1320,159.11,1274,159.1,1139,159.09,550,159.08,436,159.13,652,159.14,736,159.15,612,159.16,341,159.17,240,0.0073,4719,2581,2138,0.565769226718731,0.578756540923333,34,575,-0.16848713228202428,0.17775284489088763,0.0007791001579267043,806.0,161.0,161.0,-568.0,476.0,218.0,-73.0,7.0,214.0,-389.0,-0.0007999999999999995,4.5875701109238276e-05,0.2928767123287671,159.12669371196756
2024-01-15 09:35:50,159.25652145264104,159.25,526,159.24,551,159.23,403,159.22,441,159.21,487,159.26,1537,159.27,459,159.28,426,159.29,436,159.3,286,0.0107,2408,3144,-736,1.8451510870734518,1.3037588019347568,35,575,0.13088798019796855,0.18464106881789383,-0.000249530070502213,-794.0,885.0,-723.0,-277.0,-736.0,-186.0,-109.0,95.0,51.0,46.0,0.0033999999999999994,6.718720151866381e-05,-0.13256484149855907,159.25254968492487
2024-01-15 09:36:00,159.0620941397091,159.06,2233,159.05,366,159.04,595,159.03,446,159.02,329,159.07,953,159.08,589,159.09,695,159.1,505,159.11,329,0.0117,3969,3071,898,1.8369850704778037,1.3197636186471764,36,576,-0.1944273129319356,0.20575312344873178,-0.0014565915184763245,1707.0,-584.0,-185.0,130.0,192.0,269.0,5.0,69.0,-158.0,43.0,0.0010000000000000009,7.355617982574486e-05,0.1275568181818182,159.06700878844947
2024-01-15 09:36:10,159.0953164205201,159.09,474,159.08,694,159.07,1702,159.06,502,159.05,134,159.1,1457,159.11,744,159.12,883,159.13,530,159.14,302,0.0103,3506,3916,-410,0.009375432164456157,0.2832636673578669,37,576,0.0332222808110032,0.13816057537481635,-0.00019052274144260029,-1759.0,504.0,328.0,155.0,1107.0,188.0,56.0,25.0,-195.0,-27.0,-0.0014000000000000002,6.474106360727226e-05,-0.055241174885475613,159.09245468669084
2024-01-15 09:36:20,158.78354208208162,158.78,542,158.77,1172,158.76,375,158.75,431,158.74,160,158.79,1433,158.8,1268,158.81,358,158.82,217,158.83,372,0.0114,2680,3648,-968,0.005243335834244976,1.4312530668276238,38,576,-0.31177433843848235,0.17992389336392878,-0.0029699215218641495,68.0,-24.0,478.0,524.0,-1327.0,-525.0,-71.0,-313.0,26.0,70.0,0.0011000000000000003,7.179585396896412e-05,-0.1529709228824273,158.78274430379747
2024-01-15 09:36:30,158.57264799669352,158.57,2069,158.56,415,158.55,640,158.54,356,158.53,399,158.58,641,158.59,494,158.6,665,158.61,314,158.62,768,0.0072,3879,2882,997,2.173275679463014,0.8990510286786167,39,576,-0.21089408538810517,0.18476899726345392,-0.003077075941083085,1527.0,-792.0,-757.0,-774.0,265.0,307.0,-75.0,97.0,239.0,396.0,-0.004200000000000001,4.5405056237379164e-05,0.14746339298920277,158.57763468634687
2024-01-15 09:36:40,158.60386480415318,158.6,818,158.59,1426,158.58,318,158.57,679,158.56,243,158.61,1094,158.62,405,158.63,1402,158.64,326,158.65,345,0.0093,3484,3572,-88,0.8243603206028806,0.822481893100684,40,576,0.031216807459657048,0.15521565821587396,-0.003089038869428018,-1251.0,453.0,1011.0,-89.0,-322.0,737.0,323.0,12.0,-156.0,-423.0,0.0020999999999999994,5.863665435570439e-05,-0.012471655328798186,158.60427824267782
2024-01-15 09:36:50,158.72098845776915,158.72,708,158.71,1027,158.7,623,158.69,559,158.68,246,158.73,664,158.74,614,158.75,425,158.76,302,158.77,459,0.0106,3163,2464,699,1.5540739964735977,0.7282958332151881,41,576,0.11712365361597676,0.18317006807657518,-0.0003939553400322815,-110.0,-430.0,-399.0,209.0,305.0,-977.0,-120.0,-24.0,3.0,114.0,0.0013000000000000008,6.678385828488171e-05,0.12422249866714057,158.7251603498542
2024-01-15 09:37:00,158.74818820074992,158.74,1612,158.73,496,158.72,297,158.71,248,158.7,302,158.75,1271,158.76,311,158.77,509,158.78,505,158.79,822,0.0096,2955,3418,-463,1.5401526347430927,0.12594446448603402,42,577,0.02719974298076977,0.1823542010009804,0.0011070017829308831,904.0,607.0,-531.0,-303.0,-326.0,84.0,-311.0,203.0,56.0,363.0,-0.0010000000000000009,6.047313111920385e-05,-0.07265024321355719,158.74559139784947
2024-01-15 09:37:10,158.72982924545227,158.73,583,158.72,511,158.71,798,158.7,972,158.69,701,158.73,783,158.74,351,158.75,497,158.76,156,158.77,380,0.0095,3565,2167,1398,0.3001552182005943,0.5615170164185904,43,577,-0.018358955297657076,0.12213580356523315,0.0007942078930713858,-1029.0,-488.0,15.0,40.0,501.0,-12.0,724.0,-349.0,399.0,-442.0,-9.99999999999994e-05,5.985012423411387e-05,0.24389392882065597,158.73
2024-01-15 09:37:20,158.68203510726622,158.68,928,158.67,511,158.66,566,158.65,344,158.64,649,158.69,573,158.7,599,158.71,513,158.72,313,158.73,100,0.0122,2998,2098,900,1.307513601315038,1.4503546989673852,44,577,-0.04779413818604894,0.06257093617492938,-0.00024542028676499683,345.0,-210.0,0.0,248.0,-232.0,16.0,-628.0,157.0,-52.0,-280.0,0.002700000000000001,7.688330939134363e-05,0.17660910518053374,158.68618254497002
2024-01-15 09:37:30,158.44742022888386,158.44,922,158.43,373,158.42,538,158.41,555,158.4,598,158.45,951,158.46,555,158.47,298,158.48,250,158.49,289,0.008,2986,2343,643,0.3173851756541948,1.424612253597161,45,577,-0.2346148783823594,0.1296420719435569,-0.0018946230207409487,-6.0,378.0,-138.0,-44.0,-28.0,-215.0,211.0,-63.0,-51.0,189.0,-0.004200000000000001,5.0489935326455105e-05,0.12066053668605742,158.44492258408968
2024-01-15 09:37:40,158.333362771097,158.33,1201,158.32,473,158.31,460,158.3,398,158.29,184,158.34,414,158.35,368,158.36,524,158.37,395,158.38,460,0.0097,2716,2161,555,0.05367283829582405,0.5426488522972961,46,577,-0.11405745778685628,0.10169029838724386,-0.002497743973139288,279.0,-537.0,100.0,-187.0,-78.0,226.0,-157.0,145.0,-414.0,171.0,0.0017000000000000001,6.126314650452613e-05,0.11379946688538035,158.33743653250775
2024-01-15 09:37:50,158.26042828546818,158.26,1049,158.25,915,158.24,247,158.23,438,158.22,164,158.26,1262,158.27,604,158.28,206,158.29,678,158.3,224,0.0086,2813,2974,-161,1.9012354942631104,0.8237634851167945,47,577,-0.07293448562882077,0.08427939831677199,-0.0026569285017868927,-152.0,848.0,442.0,236.0,-213.0,-318.0,40.0,283.0,-20.0,-236.0,-0.0011000000000000003,5.4340810859474154e-05,-0.027820978054259548,158.26
2024-01-15 09:38:00,158.42772890173967,158.42,666,158.41,531,158.4,500,158.39,458,158.38,801,158.43,959,158.44,406,158.45,246,158.46,368,158.47,259,0.0101,2956,2238,718,0.5306296717568441,1.0526073343140585,48,578,0.16730061627148984,0.14611086231405265,-0.00012427672925030553,-383.0,-303.0,-384.0,-198.0,253.0,40.0,20.0,-310.0,637.0,35.0,0.0014999999999999996,6.37514661733505e-05,0.13823642664613014,158.42409846153848
2024-01-15 09:38:10,158.4821675669651,158.48,2731,158.47,622,158.46,322,158.45,345,158.44,644,158.49,723,158.5,412,158.51,364,158.52,235,158.53,344,0.0103,4664,2078,2586,0.22926383478708842,2.1023424012654877,49,578,0.05443866522543317,0.1551904811612604,0.0009398195886436422,2065.0,-236.0,91.0,6.0,-178.0,118.0,-113.0,-133.0,-157.0,85.0,0.00020000000000000052,6.499153916258645e-05,0.3835657075051913,158.4879067747539
2024-01-15 09:38:20,158.20275714163563,158.2,2253,158.19,514,158.18,598,158.17,444,158.16,318,158.21,969,158.22,426,158.23,483,158.24,588,158.25,199,0.0123,4127,2665,1462,1.0693839431309624,1.7265514506301995,50,578,-0.27941042532947336,0.16983800213550462,-0.000364406595238842,-478.0,246.0,-108.0,14.0,276.0,119.0,99.0,353.0,-326.0,-145.0,0.002,7.77483289307535e-05,0.2152532391048292,158.20699255121042
2024-01-15 09:38:30,158.2540281191393,158.25,997,158.24,651,158.23,225,158.22,600,158.21,232,158.26,2551,158.27,1056,158.28,370,158.29,718,158.3,335,0.0093,2705,5030,-2325,0.17192161158931837,1.190395784496388,51,578,0.05127097750366261,0.1700827777782159,-0.0010964039174488072,-1256.0,1582.0,137.0,630.0,-373.0,-113.0,156.0,130.0,-86.0,136.0,-0.003000000000000001,5.87662766662636e-05,-0.30058177117000645,158.25281003382187
2024-01-15 09:38:40,158.1930872971061,158.19,1531,158.18,933,158.17,374,158.16,331,158.15,412,158.2,760,158.21,475,158.22,537,158.23,554,158.24,293,0.0118,3581,2619,962,0.9552863355479618,0.08715402533365735,52,578,-0.060940822033188624,0.1691587903721603,-0.0018240555028807837,534.0,-1791.0,282.0,-581.0,149.0,167.0,-269.0,-164.0,180.0,-42.0,0.0025000000000000005,7.459238707338802e-05,0.15516129032258064,158.19668267132255
2024-01-15 09:38:50,158.08600291601837,158.08,559,158.07,623,158.06,939,158.05,364,158.04,406,158.09,587,158.1,762,158.11,422,158.12,620,158.13,586,0.0123,2891,2977,-86,1.270659844747094,2.209623605735428,53,578,-0.10708438108773066,0.13737538515695757,-0.0007380037347435309,-972.0,-173.0,-310.0,287.0,565.0,-115.0,33.0,66.0,-6.0,293.0,0.0005000000000000004,7.78057498647382e-05,-0.01465576005453306,158.08487783595115
2024-01-15 09:39:00,158.18270037559972,158.18,3650,158.17,411,158.16,624,158.15,433,158.14,377,158.19,2469,158.2,733,158.21,398,158.22,142,158.23,298,0.0075,5495,4040,1455,0.44285279618655626,0.6816385540848643,54,579,0.09669745958134968,0.14772781248687927,-0.0004507167646050636,3091.0,1882.0,-212.0,-29.0,-315.0,-24.0,69.0,-478.0,-29.0,-288.0,-0.0048000000000000004,4.741352867406797e-05,0.1525957000524384,158.1859650269652
2024-01-15 09:39:10,158.34578666415408,158.34,1921,158.33,373,158.32,360,158.31,576,158.3,426,158.35,887,158.36,512,158.37,381,158.38,238,158.39,726,0.012,3656,2744,912,1.0531063255355015,0.970030615348931,55,579,0.1630862885543536,0.11142891112583156,0.0009652720587036701,-1729.0,-1582.0,-38.0,-221.0,-264.0,-17.0,143.0,96.0,49.0,428.0,0.0045000000000000005,7.578351311267652e-05,0.1425,158.34684116809117
2024-01-15 09:39:20,158.49325094722022,158.49,851,158.48,584,158.47,855,158.46,386,158.45,346,158.5,1204,158.51,414,158.52,842,158.53,216,158.54,265,0.0091,3022,2941,81,1.8142574121128319,0.3274991393787473,56,579,0.14746428306614234,0.12392395566651734,0.0025761169470404077,-1070.0,317.0,211.0,-98.0,495.0,461.0,-190.0,-22.0,-80.0,-461.0,-0.0029,5.7415694016083926e-05,0.013583766560456146,158.4941411192214
2024-01-15 09:39:30,158.36024063371278,158.35,1299,158.34,655,158.33,1221,158.32,229,158.31,230,158.37,1292,158.38,673,158.39,552,158.4,483,158.41,445,0.0109,3634,3445,189,0.3014928132972702,2.3772550921950906,57,579,-0.13301031350744097,0.14253421656629792,0.001122374682512639,448.0,88.0,71.0,259.0,366.0,-290.0,-157.0,267.0,-116.0,180.0,0.0017999999999999995,6.883040816546686e-05,0.02669868625512078,158.3600270165959
