timestamp,mid_price,bid_price_1,bid_size_1,bid_price_2,bid_size_2,bid_price_3,bid_size_3,bid_price_4,bid_size_4,bid_price_5,bid_size_5,ask_price_1,ask_size_1,ask_price_2,ask_size_2,ask_price_3,ask_size_3,ask_price_4,ask_size_4,ask_price_5,ask_size_5,spread,total_bid_volume,total_ask_volume,volume_imbalance,market_buy_pressure,market_sell_pressure
2024-01-15 09:35:50,159.25652145264104,159.25,914,159.24,695,159.23,349,159.22,199,159.21,501,159.26,1384,159.27,585,159.28,1166,159.29,221,159.3,151,0.0083,2658,3507,-849,4.133770529131774,0.5265045758454232
2024-01-15 09:36:00,159.0620941397091,159.06,707,159.05,431,159.04,331,159.03,393,159.02,289,159.07,1608,159.08,518,159.09,596,159.1,373,159.11,370,0.0124,2151,3465,-1314,1.4987773046742976,1.4736920438900363
2024-01-15 09:36:10,159.0953164205201,159.09,891,159.08,848,159.07,900,159.06,418,159.05,462,159.1,956,159.11,1264,159.12,330,159.13,932,159.14,317,0.0121,3519,3799,-280,0.06636305079345967,0.8722054323249506
2024-01-15 09:36:20,158.78354208208162,158.78,489,158.77,448,158.76,762,158.75,329,158.74,320,158.79,917,158.8,436,158.81,1595,158.82,295,158.83,540,0.0086,2348,3783,-1435,1.9669875044031022,1.5134506386975708
2024-01-15 09:36:30,158.57264799669352,158.57,578,158.56,379,158.55,452,158.54,378,158.53,181,158.58,2120,158.59,954,158.6,414,158.61,384,158.62,359,0.0072,1968,4231,-2263,0.09196891710405072,0.4317478910836826
2024-01-15 09:36:40,158.60386480415318,158.6,360,158.59,562,158.58,321,158.57,417,158.56,190,158.61,1639,158.62,840,158.63,362,158.64,303,158.65,372,0.0072,1850,3516,-1666,1.2257949395115995,0.03209574673603211
2024-01-15 09:36:50,158.72098845776915,158.71,670,158.7,634,158.69,335,158.68,537,158.67,394,158.73,1564,158.74,845,158.75,783,158.76,289,158.77,626,0.0126,2570,4107,-1537,0.6020609719350464,1.0316390017200887
2024-01-15 09:37:00,158.74818820074992,158.74,1103,158.73,511,158.72,513,158.71,226,158.7,248,158.75,1362,158.76,1082,158.77,2041,158.78,361,158.79,203,0.0102,2601,5049,-2448,5.6086312320477045,3.680639977890095
2024-01-15 09:37:10,158.72982924545227,158.72,1457,158.71,836,158.7,277,158.69,333,158.68,140,158.74,1220,158.75,850,158.76,363,158.77,832,158.78,175,0.0109,3043,3440,-397,4.394063891516504,0.04093574204392867
2024-01-15 09:37:20,158.68203510726622,158.68,480,158.67,281,158.66,1260,158.65,359,158.64,789,158.69,441,158.7,462,158.71,691,158.72,414,158.73,423,0.0122,3169,2431,738,0.9984780002255434,1.3209300151268555
2024-01-15 09:37:30,158.44742022888386,158.44,534,158.43,788,158.42,527,158.41,287,158.4,231,158.45,987,158.46,1106,158.47,608,158.48,314,158.49,476,0.0078,2367,3491,-1124,0.44508995917780786,0.8988213426850785
2024-01-15 09:37:40,158.333362771097,158.33,240,158.32,742,158.31,443,158.3,567,158.29,173,158.34,1739,158.35,432,158.36,212,158.37,330,158.38,113,0.008,2165,2826,-661,1.7654098841221575,0.5636771906855924
2024-01-15 09:37:50,158.26042828546818,158.26,1135,158.25,1303,158.24,708,158.23,318,158.22,272,158.26,851,158.27,1738,158.28,560,158.29,469,158.3,542,0.0085,3736,4160,-424,0.23047185037057355,0.11869302139028458
2024-01-15 09:38:00,158.42772890173967,158.42,1126,158.41,630,158.4,328,158.39,354,158.38,193,158.43,909,158.44,770,158.45,345,158.46,380,158.47,347,0.0086,2631,2751,-120,2.0243345669765107,0.6064922690920095
2024-01-15 09:38:10,158.4821675669651,158.48,1253,158.47,1748,158.46,432,158.45,659,158.44,192,158.49,1358,158.5,363,158.51,339,158.52,986,158.53,294,0.0101,4284,3340,944,1.1796898763803538,1.8208708615976457
2024-01-15 09:38:20,158.20275714163563,158.2,1114,158.19,606,158.18,1261,158.17,613,158.16,378,158.21,798,158.22,636,158.23,511,158.24,474,158.25,189,0.0127,3972,2608,1364,1.0755369936680887,0.5006515648958588
2024-01-15 09:38:30,158.2540281191393,158.25,1396,158.24,716,158.23,317,158.22,366,158.21,382,158.26,1174,158.27,760,158.28,1038,158.29,475,158.3,286,0.0109,3177,3733,-556,0.39605922479100647,1.101396317172307
2024-01-15 09:38:40,158.1930872971061,158.19,1619,158.18,882,158.17,636,158.16,722,158.15,284,158.2,1062,158.21,368,158.22,244,158.23,166,158.24,208,0.0118,4143,2048,2095,0.5954645855639285,0.2712106487319779
2024-01-15 09:38:50,158.08600291601837,158.08,2173,158.07,1399,158.06,767,158.05,268,158.04,999,158.09,1633,158.1,523,158.11,132,158.12,1191,158.13,161,0.0092,5606,3640,1966,0.8679110548652706,0.7627171043528689
2024-01-15 09:39:00,158.18270037559972,158.18,439,158.17,864,158.16,617,158.15,333,158.14,394,158.19,909,158.2,811,158.21,455,158.22,235,158.23,209,0.0106,2647,2619,28,0.3671437871612786,1.6246830199654234
2024-01-15 09:39:10,158.34578666415408,158.34,611,158.33,974,158.32,211,158.31,231,158.3,518,158.35,611,158.36,550,158.37,610,158.38,233,158.39,341,0.0102,2545,2345,200,1.2345909994396855,0.11303088352047043
2024-01-15 09:39:20,158.49325094722022,158.49,513,158.48,1238,158.47,446,158.46,283,158.45,334,158.5,1266,158.51,659,158.52,847,158.53,459,158.54,281,0.0104,2814,3512,-698,0.23831409418015576,0.9441270647095303
2024-01-15 09:39:30,158.36024063371278,158.36,1222,158.35,330,158.34,327,158.33,264,158.32,507,158.36,862,158.37,1148,158.38,330,158.39,435,158.4,213,0.0095,2650,2988,-338,0.8833601040666048,0.18393991492315792
2024-01-15 09:39:40,158.31127368746607,158.31,2922,158.3,515,158.29,581,158.28,698,158.27,729,158.32,463,158.33,703,158.34,961,158.35,163,158.36,379,0.0114,5445,2669,2776,0.14669161261532732,1.1879175624204636
2024-01-15 09:39:50,158.36371642321765,158.36,998,158.35,1424,158.34,351,158.33,503,158.32,731,158.37,827,158.38,555,158.39,346,158.4,228,158.41,234,0.0094,4007,2190,1817,0.07195136073162983,0.7320123220255348
2024-01-15 09:40:00,158.51820737508731,158.51,542,158.5,451,158.49,658,158.48,634,158.47,342,158.52,1260,158.53,1774,158.54,257,158.55,204,158.56,458,0.0074,2627,3953,-1326,1.3117455241928113,0.6258729279824089
2024-01-15 09:40:10,158.44224953388377,158.44,2646,158.43,813,158.42,481,158.41,496,158.4,204,158.45,1088,158.46,303,158.47,438,158.48,241,158.49,224,0.0074,4640,2294,2346,1.0933612728760884,1.5869426429163502
2024-01-15 09:40:20,158.412833307975,158.41,1855,158.4,471,158.39,229,158.38,393,158.37,478,158.42,1038,158.43,1136,158.44,318,158.45,424,158.46,248,0.0126,3426,3164,262,1.7490887349353392,1.5233890670186652
2024-01-15 09:40:30,158.237575650155,158.23,1198,158.22,415,158.21,238,158.2,151,158.19,417,158.24,575,158.25,209,158.26,562,158.27,1317,158.28,323,0.0113,2419,2986,-567,4.848263265360235,1.9066651133282804
2024-01-15 09:40:40,158.04829081398384,158.04,1520,158.03,494,158.02,830,158.01,503,158.0,437,158.05,776,158.06,546,158.07,255,158.08,317,158.09,193,0.0083,3784,2087,1697,3.713590302127083,1.0243551145361243
2024-01-15 09:40:50,158.17670913145548,158.17,1928,158.16,607,158.15,697,158.14,759,158.13,428,158.18,1005,158.19,319,158.2,272,158.21,325,158.22,238,0.0119,4419,2159,2260,0.026150879968812647,0.1452180323285636
2024-01-15 09:41:00,158.39123471596716,158.38,910,158.37,793,158.36,476,158.35,153,158.34,234,158.4,235,158.41,712,158.42,533,158.43,254,158.44,424,0.0128,2566,2158,408,1.0503968393246197,0.16490395155444643
2024-01-15 09:41:10,158.379828943898,158.38,526,158.37,553,158.36,976,158.35,408,158.34,273,158.38,735,158.39,529,158.4,381,158.41,412,158.42,351,0.0074,2736,2408,328,1.6818487766767154,0.9550820766198737
2024-01-15 09:41:20,158.5387683126057,158.53,1001,158.52,790,158.51,1455,158.5,224,158.49,291,158.54,937,158.55,1009,158.56,359,158.57,210,158.58,592,0.0088,3761,3107,654,1.3228103228592782,1.4666583261701918
2024-01-15 09:41:30,158.59610164259422,158.59,853,158.58,461,158.57,126,158.56,288,158.55,394,158.6,477,158.61,674,158.62,459,158.63,506,158.64,344,0.0071,2122,2460,-338,0.6058276310869285,1.8601908873998092
2024-01-15 09:41:40,158.49378816442123,158.49,614,158.48,339,158.47,454,158.46,679,158.45,210,158.5,316,158.51,492,158.52,299,158.53,121,158.54,373,0.0076,2296,1601,695,3.1085580630222998,1.5460096304556976
2024-01-15 09:41:50,158.55106712296424,158.55,1109,158.54,454,158.53,1154,158.52,531,158.51,253,158.56,2940,158.57,454,158.58,671,158.59,440,158.6,621,0.0089,3501,5126,-1625,0.0689772007819054,0.7306580419892181
2024-01-15 09:42:00,158.79492446185156,158.79,2183,158.78,643,158.77,1096,158.76,337,158.75,339,158.8,1125,158.81,490,158.82,310,158.83,725,158.84,198,0.0079,4598,2848,1750,1.4901161997316503,1.0828490176285033
2024-01-15 09:42:10,158.78923546867733,158.79,514,158.78,1113,158.77,663,158.76,623,158.75,222,158.79,491,158.8,1304,158.81,394,158.82,334,158.83,629,0.0081,3135,3152,-17,1.032555633563709,0.7556656276864724
2024-01-15 09:42:20,159.03768403856495,159.03,1320,159.02,1274,159.01,1139,159.0,550,158.99,436,159.04,652,159.05,736,159.06,612,159.07,341,159.08,240,0.0073,4719,2581,2138,0.565769226718731,0.578756540923333
2024-01-15 09:42:30,158.62104584443915,158.62,526,158.61,551,158.6,403,158.59,441,158.58,487,158.63,1537,158.64,459,158.65,426,158.66,436,158.67,286,0.0107,2408,3144,-736,1.8451510870734518,1.3037588019347568
2024-01-15 09:42:40,158.75141687926532,158.75,2233,158.74,366,158.73,595,158.72,446,158.71,329,158.76,953,158.77,589,158.78,695,158.79,505,158.8,329,0.0117,3969,3071,898,1.8369850704778037,1.3197636186471764
2024-01-15 09:42:50,158.76523572468332,158.76,474,158.75,694,158.74,1702,158.73,502,158.72,134,158.77,1457,158.78,744,158.79,883,158.8,530,158.81,302,0.0103,3506,3916,-410,0.009375432164456157,0.2832636673578669
2024-01-15 09:43:00,158.71776375220318,158.71,542,158.7,1172,158.69,375,158.68,431,158.67,160,158.72,1433,158.73,1268,158.74,358,158.75,217,158.76,372,0.0114,2680,3648,-968,0.005243335834244976,1.4312530668276238
2024-01-15 09:43:10,158.73232781745506,158.73,2069,158.72,415,158.71,640,158.7,356,158.69,399,158.74,641,158.75,494,158.76,665,158.77,314,158.78,768,0.0072,3879,2882,997,2.173275679463014,0.8990510286786167
2024-01-15 09:43:20,158.41683637694285,158.41,818,158.4,1426,158.39,318,158.38,679,158.37,243,158.42,1094,158.43,405,158.44,1402,158.45,326,158.46,345,0.0093,3484,3572,-88,0.8243603206028806,0.822481893100684
2024-01-15 09:43:30,158.3820366514307,158.38,708,158.37,1027,158.36,623,158.35,559,158.34,246,158.39,664,158.4,614,158.41,425,158.42,302,158.43,459,0.0106,3163,2464,699,1.5540739964735977,0.7282958332151881
2024-01-15 09:43:40,158.43859686782056,158.43,1612,158.42,496,158.41,297,158.4,248,158.39,302,158.44,1271,158.45,311,158.46,509,158.47,505,158.48,822,0.0096,2955,3418,-463,1.5401526347430927,0.12594446448603402
2024-01-15 09:43:50,158.67275232658872,158.67,583,158.66,511,158.65,798,158.64,972,158.63,701,158.68,783,158.69,351,158.7,497,158.71,156,158.72,380,0.0095,3565,2167,1398,0.3001552182005943,0.5615170164185904
2024-01-15 09:44:00,158.59051696460634,158.58,928,158.57,511,158.56,566,158.55,344,158.54,649,158.6,573,158.61,599,158.62,513,158.63,313,158.64,100,0.0122,2998,2098,900,1.307513601315038,1.4503546989673852
2024-01-15 09:44:10,158.46229754616093,158.46,922,158.45,373,158.44,538,158.43,555,158.42,598,158.47,951,158.48,555,158.49,298,158.5,250,158.51,289,0.008,2986,2343,643,0.3173851756541948,1.424612253597161
2024-01-15 09:44:20,158.38278797222455,158.38,1201,158.37,473,158.36,460,158.35,398,158.34,184,158.39,414,158.4,368,158.41,524,158.42,395,158.43,460,0.0097,2716,2161,555,0.05367283829582405,0.5426488522972961
2024-01-15 09:44:30,158.5277719117419,158.52,1049,158.51,915,158.5,247,158.49,438,158.48,164,158.53,1262,158.54,604,158.55,206,158.56,678,158.57,224,0.0086,2813,2974,-161,1.9012354942631104,0.8237634851167945
2024-01-15 09:44:40,158.57988809266976,158.57,666,158.56,531,158.55,500,158.54,458,158.53,801,158.58,959,158.59,406,158.6,246,158.61,368,158.62,259,0.0101,2956,2238,718,0.5306296717568441,1.0526073343140585
2024-01-15 09:44:50,158.49587877884045,158.49,2731,158.48,622,158.47,322,158.46,345,158.45,644,158.5,723,158.51,412,158.52,364,158.53,235,158.54,344,0.0103,4664,2078,2586,0.22926383478708842,2.1023424012654877
2024-01-15 09:45:00,158.5772295517003,158.57,2253,158.56,514,158.55,598,158.54,444,158.53,318,158.58,969,158.59,426,158.6,483,158.61,588,158.62,199,0.0123,4127,2665,1462,1.0693839431309624,1.7265514506301995
2024-01-15 09:45:10,158.59262384052758,158.59,997,158.58,651,158.57,225,158.56,600,158.55,232,158.6,2551,158.61,1056,158.62,370,158.63,718,158.64,335,0.0093,2705,5030,-2325,0.17192161158931837,1.190395784496388
2024-01-15 09:45:20,158.74624379114618,158.74,1531,158.73,933,158.72,374,158.71,331,158.7,412,158.75,760,158.76,475,158.77,537,158.78,554,158.79,293,0.0118,3581,2619,962,0.9552863355479618,0.08715402533365735
2024-01-15 09:45:30,158.6347954995512,158.63,559,158.62,623,158.61,939,158.6,364,158.59,406,158.64,587,158.65,762,158.66,422,158.67,620,158.68,586,0.0123,2891,2977,-86,1.270659844747094,2.209623605735428
2024-01-15 09:45:40,158.5828168819327,158.58,3650,158.57,411,158.56,624,158.55,433,158.54,377,158.59,2469,158.6,733,158.61,398,158.62,142,158.63,298,0.0075,5495,4040,1455,0.44285279618655626,0.6816385540848643
2024-01-15 09:45:50,158.52063526648664,158.51,1921,158.5,373,158.49,360,158.48,576,158.47,426,158.53,887,158.54,512,158.55,381,158.56,238,158.57,726,0.012,3656,2744,912,1.0531063255355015,0.970030615348931
2024-01-15 09:46:00,158.28863794718674,158.28,851,158.27,584,158.26,855,158.25,386,158.24,346,158.29,1204,158.3,414,158.31,842,158.32,216,158.33,265,0.0091,3022,2941,81,1.8142574121128319,0.3274991393787473
2024-01-15 09:46:10,158.33551042251185,158.33,1299,158.32,655,158.31,1221,158.3,229,158.29,230,158.34,1292,158.35,673,158.36,552,158.37,483,158.38,445,0.0109,3634,3445,189,0.3014928132972702,2.3772550921950906
2024-01-15 09:46:20,158.37684474228092,158.37,1741,158.36,379,158.35,499,158.34,161,158.33,103,158.38,1072,158.39,1067,158.4,525,158.41,367,158.42,295,0.011,2883,3326,-443,0.04293325830688141,1.3467049496631458
2024-01-15 09:46:30,158.3776545954097,158.37,624,158.36,877,158.35,372,158.34,489,158.33,284,158.38,1446,158.39,837,158.4,290,158.41,652,158.42,247,0.0125,2646,3472,-826,2.0616317974144165,0.11943734248109422
2024-01-15 09:46:40,158.34050123542747,158.33,1497,158.32,390,158.31,485,158.3,147,158.29,279,158.35,447,158.36,908,158.37,783,158.38,246,158.39,401,0.0112,2798,2785,13,0.8994866400763402,2.228428890443056
2024-01-15 09:46:50,158.11639072269725,158.11,1567,158.1,584,158.09,425,158.08,392,158.07,579,158.12,628,158.13,693,158.14,754,158.15,486,158.16,356,0.0081,3547,2917,630,0.7286631763115787,0.5628690420945743
2024-01-15 09:47:00,158.0498798024872,158.05,1649,158.04,1286,158.03,388,158.02,590,158.01,363,158.05,2865,158.06,352,158.07,853,158.08,908,158.09,195,0.0089,4276,5173,-897,0.7181855969024139,0.11006579347833083
2024-01-15 09:47:10,157.99571381434356,157.99,1479,157.98,1822,157.97,424,157.96,403,157.95,427,158.0,1022,158.01,1436,158.02,101,158.03,417,158.04,223,0.0093,4555,3437,1118,0.6395938165672087,0.046723484002341206
2024-01-15 09:47:20,157.86895744451587,157.87,516,157.86,551,157.85,164,157.84,475,157.83,174,157.87,639,157.88,440,157.89,418,157.9,380,157.91,557,0.0078,1880,2434,-554,0.8487457425913127,0.7188091009880626
2024-01-15 09:47:30,157.84349543736445,157.84,749,157.83,568,157.82,648,157.81,421,157.8,222,157.85,852,157.86,413,157.87,793,157.88,382,157.89,838,0.0088,2608,3278,-670,4.93601574197811,0.14097516591598155
2024-01-15 09:47:40,157.90727223693852,157.9,970,157.89,309,157.88,183,157.87,574,157.86,296,157.91,1471,157.92,1323,157.93,734,157.94,288,157.95,348,0.0086,2332,4164,-1832,1.1602427654447605,0.12158886145681301
2024-01-15 09:47:50,158.20511470753044,158.2,735,158.19,209,158.18,323,158.17,340,158.16,197,158.21,936,158.22,639,158.23,414,158.24,273,158.25,352,0.0093,1804,2614,-810,1.1352865116996829,0.4492915972898056
2024-01-15 09:48:00,158.2327338104349,158.23,1247,158.22,682,158.21,677,158.2,458,158.19,445,158.24,1029,158.25,424,158.26,198,158.27,274,158.28,1236,0.0106,3509,3161,348,0.04472446625591256,0.13125204388468148
2024-01-15 09:48:10,158.2734867128529,158.27,784,158.26,1159,158.25,300,158.24,615,158.23,401,158.28,723,158.29,1495,158.3,255,158.31,599,158.32,534,0.0104,3259,3606,-347,0.5913481289156752,1.6013722302693465
2024-01-15 09:48:20,158.26170389819305,158.26,715,158.25,247,158.24,327,158.23,151,158.22,582,158.27,2209,158.28,908,158.29,282,158.3,795,158.31,285,0.0119,2022,4479,-2457,0.15384389498610052,2.2081574405370668
2024-01-15 09:48:30,157.95803589626902,157.95,544,157.94,1185,157.93,931,157.92,286,157.91,291,157.96,430,157.97,411,157.98,750,157.99,849,158.0,174,0.0091,3237,2614,623,4.42585030936453,0.6051392724652938
2024-01-15 09:48:40,157.95384781657907,157.95,743,157.94,60,157.93,26,157.92,379,157.91,255,157.96,950,157.97,75,157.98,26,157.99,316,158.0,131,0.0111,2239,2419,-180,2.3034172693215433,0.12345542349786531
2024-01-15 09:48:50,157.96336140999406,157.96,837,157.95,872,157.94,392,157.93,681,157.92,389,157.97,947,157.98,770,157.99,211,158.0,215,158.01,178,0.0127,3171,2321,850,0.8067896422915674,0.7802417880895127
2024-01-15 09:49:00,158.35246341404888,158.35,1074,158.34,551,158.33,856,158.32,222,158.31,209,158.36,532,158.37,399,158.38,477,158.39,485,158.4,524,0.0116,2912,2417,495,0.14988925750214477,0.587065673442903
2024-01-15 09:49:10,158.32200258141108,158.32,401,158.31,173,158.3,401,158.29,657,158.28,862,158.33,540,158.34,789,158.35,367,158.36,359,158.37,1215,0.0108,2494,3270,-776,0.2584466054589457,3.3250379718997767
2024-01-15 09:49:20,158.36974416052243,158.36,471,158.35,703,158.34,1122,158.33,316,158.32,372,158.38,716,158.39,952,158.4,435,158.41,210,158.42,321,0.0125,2984,2634,350,1.9917788752652126,0.8885090469242499
2024-01-15 09:49:30,158.36424686643485,158.36,1215,158.35,391,158.34,334,158.33,281,158.32,644,158.37,343,158.38,2955,158.39,785,158.4,423,158.41,315,0.0093,2865,4821,-1956,1.7574677418973532,1.4461623965025863
2024-01-15 09:49:40,158.17917004917788,158.17,1153,158.16,1102,158.15,418,158.14,354,158.13,535,158.18,3211,158.19,677,158.2,1233,158.21,335,158.22,521,0.0104,3562,5977,-2415,0.14437295559530933,0.35581187130977404
